,STATE_x,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,Percentage_of_People_Racialized_as_Black,Total_Population
2184,Oklahoma,40,430,Dewey,1.1,4484
2185,Oklahoma,40,450,Ellis,1.4,3749
2186,Oklahoma,40,470,Garfield,4.6,62846
2187,Oklahoma,40,490,Garvin,3.8,25656
2188,Oklahoma,40,510,Grady,3.8,54795
2189,Oklahoma,40,530,Grant,2.2,4169
2190,Oklahoma,40,550,Greer,7.8,5491
2191,Oklahoma,40,570,Harmon,8.6,2488
2192,Oklahoma,40,590,Harper,0.6,3272
2193,Oklahoma,40,610,Haskell,1.3,11561
2194,Oklahoma,40,630,Hughes,7.0,13367
2195,Oklahoma,40,650,Jackson,9.5,24785
2196,Oklahoma,40,670,Jefferson,1.6,5337
2197,Oklahoma,40,690,Johnston,3.8,10272
2198,Oklahoma,40,710,Kay,3.5,43700
2199,Oklahoma,40,730,Kingfisher,2.3,15184
2200,Oklahoma,40,750,Kiowa,5.4,8509
2201,Oklahoma,40,770,Latimer,1.5,9444
2202,Oklahoma,40,790,Le Flore,3.0,48129
2203,Oklahoma,40,810,Lincoln,3.3,33458
2204,Oklahoma,40,830,Logan,8.6,49555
2205,Oklahoma,40,850,Love,3.2,10146
2206,Oklahoma,40,930,Major,1.0,7782
2207,Oklahoma,40,950,Marshall,2.2,15312
2208,Oklahoma,40,970,Mayes,1.6,39046
2209,Oklahoma,40,870,McClain,2.1,41662
2210,Oklahoma,40,890,McCurtain,10.9,30814
2211,Oklahoma,40,910,McIntosh,5.1,18941
2212,Oklahoma,40,990,Murray,2.5,13904
2213,Oklahoma,40,1010,Muskogee,13.2,66339
2214,Oklahoma,40,1030,Noble,2.6,10924
2215,Oklahoma,40,1050,Nowata,3.6,9320
2216,Oklahoma,40,1070,Okfuskee,8.3,11310
2217,Oklahoma,40,1090,Oklahoma,18.2,796292
2218,Oklahoma,40,1110,Okmulgee,10.7,36706
2219,Oklahoma,40,1130,Osage,12.4,45818
2220,Oklahoma,40,1150,Ottawa,2.0,30285
2221,Oklahoma,40,1170,Pawnee,1.7,15553
2222,Oklahoma,40,1190,Payne,5.8,81646
2223,Oklahoma,40,1210,Pittsburg,4.7,43773
2224,Oklahoma,40,1230,Pontotoc,5.0,38065
2225,Oklahoma,40,1250,Pottawatomie,5.1,72454
2226,Oklahoma,40,1270,Pushmataha,1.9,10812
2227,Oklahoma,40,1290,Roger Mills,1.2,3442
2228,Oklahoma,40,1310,Rogers,2.5,95240
2229,Oklahoma,40,1330,Seminole,7.1,23556
2230,Oklahoma,40,1350,Sequoyah,3.1,39281
2231,Oklahoma,40,1370,Stephens,3.4,42848
2232,Oklahoma,40,1390,Texas,5.7,21384
2233,Oklahoma,40,1410,Tillman,9.1,6968
2234,Oklahoma,40,1430,Tulsa,12.9,669279
2235,Oklahoma,40,1450,Wagoner,5.4,80981
2236,Oklahoma,40,1470,Washington,4.7,52455
2237,Oklahoma,40,1490,Washita,2.1,10924
2238,Oklahoma,40,1510,Woods,3.5,8624
2239,Oklahoma,40,1530,Woodward,2.6,20470
2240,Oregon,41,10,Baker,1.1,16668
2241,Oregon,41,30,Benton,2.0,95184
2242,Oregon,41,50,Clackamas,2.2,421401
2243,Oregon,41,70,Clatsop,1.3,41072
2244,Oregon,41,90,Columbia,1.4,52589
2245,Oregon,41,110,Coos,1.1,64929
2246,Oregon,41,130,Crook,0.8,24738
2247,Oregon,41,150,Curry,1.0,23446
2248,Oregon,41,170,Deschutes,1.1,198253
2249,Oregon,41,190,Douglas,0.9,111201
2250,Oregon,41,210,Gilliam,1.0,1995
2251,Oregon,41,230,Grant,1.4,7233
2252,Oregon,41,250,Harney,1.1,7495
2253,Oregon,41,270,Hood River,0.9,23977
2254,Oregon,41,290,Jackson,1.8,223259
2255,Oregon,41,310,Jefferson,1.3,24502
2256,Oregon,41,330,Josephine,1.3,88090
2257,Oregon,41,350,Klamath,1.7,69413
2258,Oregon,41,370,Lake,1.3,8160
2259,Oregon,41,390,Lane,2.5,382971
2260,Oregon,41,410,Lincoln,1.1,50395
2261,Oregon,41,430,Linn,1.4,128610
2262,Oregon,41,450,Malheur,2.0,31571
2263,Oregon,41,470,Marion,2.2,345920
2264,Oregon,41,490,Morrow,1.1,12186
2265,Oregon,41,510,Multnomah,7.6,815428
2266,Oregon,41,530,Polk,1.9,87433
2267,Oregon,41,550,Sherman,1.0,1870
2268,Oregon,41,570,Tillamook,1.0,27390
2269,Oregon,41,590,Umatilla,1.6,80075
2270,Oregon,41,610,Union,1.5,26196
2271,Oregon,41,630,Wallowa,0.8,7391
2272,Oregon,41,650,Wasco,1.2,26670
2273,Oregon,41,670,Washington,3.7,600372
2274,Oregon,41,690,Wheeler,1.4,1451
2275,Oregon,41,710,Yamhill,1.7,107722
2276,Pennsylvania,42,10,Adams,2.5,103852
2277,Pennsylvania,42,30,Allegheny,15.1,1250578
2278,Pennsylvania,42,50,Armstrong,1.3,65558
2279,Pennsylvania,42,70,Beaver,8.6,168215
2280,Pennsylvania,42,90,Bedford,0.9,47577
2281,Pennsylvania,42,110,Berks,7.5,428849
2282,Pennsylvania,42,130,Blair,3.2,122822
2283,Pennsylvania,42,150,Bradford,1.3,59967
2284,Pennsylvania,42,170,Bucks,5.2,646538
2285,Pennsylvania,42,190,Butler,1.9,193763
2286,Pennsylvania,42,210,Cambria,6.0,133472
2287,Pennsylvania,42,230,Cameron,0.9,4547
2288,Pennsylvania,42,250,Carbon,2.8,64749
2289,Pennsylvania,42,270,Centre,4.3,158172
2290,Pennsylvania,42,290,Chester,6.9,534413
2291,Pennsylvania,42,310,Clarion,2.0,37241
2292,Pennsylvania,42,330,Clearfield,2.8,80562
2293,Pennsylvania,42,350,Clinton,1.9,37450
2294,Pennsylvania,42,370,Columbia,2.2,64727
2295,Pennsylvania,42,390,Crawford,2.9,83938
2296,Pennsylvania,42,410,Cumberland,5.8,259469
2297,Pennsylvania,42,430,Dauphin,21.1,286401
2298,Pennsylvania,42,450,Delaware,24.3,576830
2299,Pennsylvania,42,470,Elk,0.9,30990
2300,Pennsylvania,42,490,Erie,9.6,270876
2301,Pennsylvania,42,510,Fayette,5.8,128804
2302,Pennsylvania,42,530,Forest,18.0,6973
2303,Pennsylvania,42,550,Franklin,5.0,155932
2304,Pennsylvania,42,570,Fulton,1.5,14556
2305,Pennsylvania,42,590,Greene,3.6,35954
2306,Pennsylvania,42,610,Huntingdon,6.0,44092
2307,Pennsylvania,42,630,Indiana,3.8,83246
2308,Pennsylvania,42,650,Jefferson,0.7,44492
2309,Pennsylvania,42,670,Juniata,1.2,23509
2310,Pennsylvania,42,690,Lackawanna,5.6,215896
2311,Pennsylvania,42,710,Lancaster,5.8,552984
2312,Pennsylvania,42,730,Lawrence,6.3,86070
2313,Pennsylvania,42,750,Lebanon,3.7,143257
2314,Pennsylvania,42,770,Lehigh,10.1,374557
2315,Pennsylvania,42,790,Luzerne,6.8,325594
2316,Pennsylvania,42,810,Lycoming,7.0,114188
2317,Pennsylvania,42,830,McKean,2.8,40432
2318,Pennsylvania,42,850,Mercer,7.4,110652
2319,Pennsylvania,42,870,Mifflin,1.6,46143
2320,Pennsylvania,42,890,Monroe,17.8,168327
2321,Pennsylvania,42,910,Montgomery,11.3,856553
2322,Pennsylvania,42,930,Montour,2.8,18136
2323,Pennsylvania,42,950,Northampton,8.3,312951
2324,Pennsylvania,42,970,Northumberland,3.8,91647
2325,Pennsylvania,42,990,Perry,1.5,45842
2326,Pennsylvania,42,1010,Philadelphia,42.0,1603797
2327,Pennsylvania,42,1030,Pike,7.1,58535
2328,Pennsylvania,42,1050,Potter,0.6,16396
2329,Pennsylvania,42,1070,Schuylkill,4.0,143049
2330,Pennsylvania,42,1090,Snyder,2.0,39736
2331,Pennsylvania,42,1110,Somerset,3.0,74129
2332,Pennsylvania,42,1130,Sullivan,2.1,5840
2333,Pennsylvania,42,1150,Susquehanna,0.8,38434
2334,Pennsylvania,42,1170,Tioga,1.5,41045
2335,Pennsylvania,42,1190,Union,6.8,42681
2336,Pennsylvania,42,1210,Venango,1.8,50454
2337,Pennsylvania,42,1230,Warren,0.9,38587
2338,Pennsylvania,42,1250,Washington,4.9,209349
2339,Pennsylvania,42,1270,Wayne,4.1,51155
2340,Pennsylvania,42,1290,Westmoreland,3.9,354663
2341,Pennsylvania,42,1310,Wyoming,1.5,26069
2342,Pennsylvania,42,1330,York,8.1,456438
2343,Puerto Rico,72,1,Adjuntas Municipio,8.4,18020
2344,Puerto Rico,72,3,Aguada Municipio,10.6,38136
2345,Puerto Rico,72,5,Aguadilla Municipio,12.4,55101
2346,Puerto Rico,72,7,Aguas Buenas Municipio,20.5,24223
2347,Puerto Rico,72,9,Aibonito Municipio,12.2,24637
2348,Puerto Rico,72,11,AÒasco Municipio,14.1,25596
2349,Puerto Rico,72,13,Arecibo Municipio,12.5,87754
2350,Puerto Rico,72,15,Arroyo Municipio,25.8,15843
2351,Puerto Rico,72,17,Barceloneta Municipio,14.2,22657
2352,Puerto Rico,72,19,Barranquitas Municipio,10.8,28983
2353,Puerto Rico,72,21,BayamÛn Municipio,16.3,185187
2354,Puerto Rico,72,23,Cabo Rojo Municipio,11.0,47158
2355,Puerto Rico,72,25,Caguas Municipio,16.8,127244
2356,Puerto Rico,72,27,Camuy Municipio,10.0,32827
2357,Puerto Rico,72,29,CanÛvanas Municipio,33.4,42337
2358,Puerto Rico,72,31,Carolina Municipio,27.3,154815
2359,Puerto Rico,72,33,CataÒo Municipio,21.8,23155
2360,Puerto Rico,72,35,Cayey Municipio,14.6,41652
2361,Puerto Rico,72,37,Ceiba Municipio,23.8,11307
2362,Puerto Rico,72,39,Ciales Municipio,7.2,16984
2363,Puerto Rico,72,41,Cidra Municipio,15.1,39970
2364,Puerto Rico,72,43,Coamo Municipio,15.4,34668
2365,Puerto Rico,72,45,ComerÌo Municipio,15.5,18883
2366,Puerto Rico,72,47,Corozal Municipio,9.8,34571
2367,Puerto Rico,72,49,Culebra Municipio,27.7,1792
2368,Puerto Rico,72,51,Dorado Municipio,20.6,35879
2369,Puerto Rico,72,53,Fajardo Municipio,21.3,32124
2370,Puerto Rico,72,54,Florida Municipio,9.6,11692
2371,Puerto Rico,72,55,Gu·nica Municipio,12.8,13787
2372,Puerto Rico,72,57,Guayama Municipio,21.6,36614
2373,Puerto Rico,72,59,Guayanilla Municipio,13.5,17784
2374,Puerto Rico,72,61,Guaynabo Municipio,13.6,89780
2375,Puerto Rico,72,63,Gurabo Municipio,19.5,40622
2376,Puerto Rico,72,65,Hatillo Municipio,10.0,38486
2377,Puerto Rico,72,67,Hormigueros Municipio,13.2,15654
2378,Puerto Rico,72,69,Humacao Municipio,21.3,50896
2379,Puerto Rico,72,71,Isabela Municipio,12.8,42943
2380,Puerto Rico,72,73,Jayuya Municipio,7.5,14779
2381,Puerto Rico,72,75,Juana DÌaz Municipio,18.8,46538
2382,Puerto Rico,72,77,Juncos Municipio,22.9,37012
2383,Puerto Rico,72,79,Lajas Municipio,10.9,23334
2384,Puerto Rico,72,81,Lares Municipio,6.8,28105
2385,Puerto Rico,72,83,Las MarÌas Municipio,10.0,8874
2386,Puerto Rico,72,85,Las Piedras Municipio,21.0,35180
2387,Puerto Rico,72,87,LoÌza Municipio,64.7,23693
2388,Puerto Rico,72,89,Luquillo Municipio,25.7,17781
2389,Puerto Rico,72,91,ManatÌ Municipio,12.7,39492
2390,Puerto Rico,72,93,Maricao Municipio,12.6,4755
2391,Puerto Rico,72,95,Maunabo Municipio,32.7,10589
2392,Puerto Rico,72,97,Mayag¸ez Municipio,13.8,73077
2393,Puerto Rico,72,99,Moca Municipio,9.5,37460
2394,Puerto Rico,72,101,Morovis Municipio,8.8,28727
2395,Puerto Rico,72,103,Naguabo Municipio,20.9,23386
2396,Puerto Rico,72,105,Naranjito Municipio,14.8,29241
2397,Puerto Rico,72,107,Orocovis Municipio,14.5,21434
2398,Puerto Rico,72,109,Patillas Municipio,24.1,15985
2399,Puerto Rico,72,111,PeÒuelas Municipio,15.8,20399
2400,Puerto Rico,72,113,Ponce Municipio,13.3,137491
2401,Puerto Rico,72,115,Quebradillas Municipio,8.6,23638
2402,Puerto Rico,72,117,RincÛn Municipio,15.0,15187
2403,Puerto Rico,72,119,RÌo Grande Municipio,32.0,47060
2404,Puerto Rico,72,121,Sabana Grande Municipio,10.9,22729
2405,Puerto Rico,72,123,Salinas Municipio,22.1,25789
2406,Puerto Rico,72,125,San Germ·n Municipio,13.3,31879
2407,Puerto Rico,72,127,San Juan Municipio,22.2,342259
2408,Puerto Rico,72,129,San Lorenzo Municipio,17.1,37693
2409,Puerto Rico,72,131,San Sebasti·n Municipio,7.4,39345
2410,Puerto Rico,72,133,Santa Isabel Municipio,20.7,20281
2411,Puerto Rico,72,135,Toa Alta Municipio,15.1,66852
2412,Puerto Rico,72,137,Toa Baja Municipio,22.1,75293
2413,Puerto Rico,72,139,Trujillo Alto Municipio,20.7,67740
2414,Puerto Rico,72,141,Utuado Municipio,7.9,28287
2415,Puerto Rico,72,143,Vega Alta Municipio,18.3,35395
2416,Puerto Rico,72,145,Vega Baja Municipio,16.6,54414
2417,Puerto Rico,72,147,Vieques Municipio,26.0,8249
2418,Puerto Rico,72,149,Villalba Municipio,16.0,22093
2419,Puerto Rico,72,151,Yabucoa Municipio,20.1,30426
2420,Puerto Rico,72,153,Yauco Municipio,11.7,34172
2421,Rhode Island,44,10,Bristol,2.8,50793
2422,Rhode Island,44,30,Kent,3.5,170363
2423,Rhode Island,44,50,Newport,5.5,85643
2424,Rhode Island,44,70,Providence,12.8,660741
2425,Rhode Island,44,90,Washington,2.3,129839
2426,South Carolina,45,10,Abbeville,27.0,24295
2427,South Carolina,45,30,Aiken,25.5,168808
2428,South Carolina,45,50,Allendale,71.8,8039
2429,South Carolina,45,70,Anderson,16.7,203718
2430,South Carolina,45,90,Bamberg,59.6,13311
2431,South Carolina,45,110,Barnwell,44.7,20589
2432,South Carolina,45,130,Beaufort,16.4,187117
2433,South Carolina,45,150,Berkeley,24.9,229861
2434,South Carolina,45,170,Calhoun,39.3,14119
2435,South Carolina,45,190,Charleston,24.0,408235
2436,South Carolina,45,210,Cherokee,21.9,56216
2437,South Carolina,45,230,Chester,37.0,32294
2438,South Carolina,45,250,Chesterfield,32.8,43273
2439,South Carolina,45,270,Clarendon,46.0,31144
2440,South Carolina,45,290,Colleton,36.9,38604
2441,South Carolina,45,310,Darlington,42.1,62905
2442,South Carolina,45,330,Dillon,47.1,28292
2443,South Carolina,45,350,Dorchester,26.3,161540
2444,South Carolina,45,370,Edgefield,33.9,25657
2445,South Carolina,45,390,Fairfield,55.5,20948
2446,South Carolina,45,410,Florence,43.3,137059
2447,South Carolina,45,430,Georgetown,29.6,63404
2448,South Carolina,45,450,Greenville,18.5,525534
2449,South Carolina,45,470,Greenwood,31.8,69351
2450,South Carolina,45,490,Hampton,52.8,18561
2451,South Carolina,45,510,Horry,13.0,351029
2452,South Carolina,45,530,Jasper,35.1,28791
2453,South Carolina,45,550,Kershaw,25.2,65403
2454,South Carolina,45,570,Lancaster,21.8,96016
2455,South Carolina,45,590,Laurens,25.5,67539
2456,South Carolina,45,610,Lee,62.3,16531
2457,South Carolina,45,630,Lexington,16.3,293991
2458,South Carolina,45,670,Marion,57.9,29183
2459,South Carolina,45,690,Marlboro,52.2,26667
2460,South Carolina,45,650,McCormick,42.2,9526
2461,South Carolina,45,710,Newberry,29.3,37719
2462,South Carolina,45,730,Oconee,8.2,78607
2463,South Carolina,45,750,Orangeburg,62.1,84223
2464,South Carolina,45,770,Pickens,8.0,131404
2465,South Carolina,45,790,Richland,48.2,416147
2466,South Carolina,45,810,Saluda,22.7,18862
2467,South Carolina,45,830,Spartanburg,21.4,327997
2468,South Carolina,45,850,Sumter,48.4,105556
2469,South Carolina,45,870,Union,33.2,27244
2470,South Carolina,45,890,Williamsburg,64.7,31026
2471,South Carolina,45,910,York,20.2,282090
2472,South Dakota,46,10,Armstrong,,
2473,South Dakota,46,30,Aurora,0.9,2747
2474,South Dakota,46,50,Beadle,1.8,19149
2475,South Dakota,46,70,Bennett,0.9,3381
2476,South Dakota,46,90,Bon Homme,1.9,7003
2477,South Dakota,46,110,Brookings,2.6,34375
2478,South Dakota,46,130,Brown,2.3,38301
2479,South Dakota,46,150,Brule,1.0,5247
2480,South Dakota,46,170,Buffalo,0.4,1948
2481,South Dakota,46,190,Butte,0.7,10243
2482,South Dakota,46,210,Campbell,0.5,1377
2483,South Dakota,46,230,Charles Mix,0.7,9373
2484,South Dakota,46,250,Clark,0.9,3837
2485,South Dakota,46,270,Clay,2.8,14967
2486,South Dakota,46,290,Codington,0.9,28325
2487,South Dakota,46,310,Corson,1.1,3902
2488,South Dakota,46,330,Custer,1.0,8318
2489,South Dakota,46,350,Davison,1.4,19956
2490,South Dakota,46,370,Day,0.5,5449
2491,South Dakota,46,390,Deuel,0.7,4295
2492,South Dakota,46,410,Dewey,0.9,5239
2493,South Dakota,46,430,Douglas,0.6,2835
2494,South Dakota,46,450,Edmunds,0.7,3986
2495,South Dakota,46,470,Fall River,1.2,6973
2496,South Dakota,46,490,Faulk,0.8,2125
2497,South Dakota,46,510,Grant,0.5,7556
2498,South Dakota,46,530,Gregory,0.7,3994
2499,South Dakota,46,550,Haakon,0.8,1872
2500,South Dakota,46,570,Hamlin,0.4,6164
2501,South Dakota,46,590,Hand,1.4,3145
2502,South Dakota,46,610,Hanson,0.5,3461
2503,South Dakota,46,630,Harding,0.8,1311
2504,South Dakota,46,650,Hughes,1.3,17765
2505,South Dakota,46,670,Hutchinson,0.6,7427
2506,South Dakota,46,690,Hyde,1.0,1262
2507,South Dakota,46,710,Jackson,0.9,2806
2508,South Dakota,46,730,Jerauld,0.5,1663
2509,South Dakota,46,750,Jones,1.4,917
2510,South Dakota,46,770,Kingsbury,0.6,5187
2511,South Dakota,46,790,Lake,1.7,11059
2512,South Dakota,46,810,Lawrence,1.1,25768
2513,South Dakota,46,830,Lincoln,2.7,65161
2514,South Dakota,46,850,Lyman,1.1,3718
2515,South Dakota,46,910,Marshall,0.8,4306
2516,South Dakota,46,870,McCook,0.6,5682
2517,South Dakota,46,890,McPherson,1.2,2411
2518,South Dakota,46,930,Meade,2.5,29852
2519,South Dakota,46,950,Mellette,1.1,1918
2520,South Dakota,46,970,Miner,1.4,2298
2521,South Dakota,46,990,Minnehaha,7.3,197214
2522,South Dakota,46,1010,Moody,0.9,6336
2523,South Dakota,46,1020,Oglala Lakota County,0.6,13672
2525,South Dakota,46,1030,Pennington,2.6,109222
2526,South Dakota,46,1050,Perkins,0.6,2835
2527,South Dakota,46,1070,Potter,0.6,2472
2528,South Dakota,46,1090,Roberts,1.2,10280
2529,South Dakota,46,1110,Sanborn,1.1,2330
2530,South Dakota,46,1130,Shannon,,
2531,South Dakota,46,1150,Spink,0.8,6361
2532,South Dakota,46,1170,Stanley,0.9,2980
2533,South Dakota,46,1190,Sully,1.1,1446
2534,South Dakota,46,1210,Todd,0.6,9319
2535,South Dakota,46,1230,Tripp,0.7,5624
2536,South Dakota,46,1250,Turner,1.0,8673
2537,South Dakota,46,1270,Union,1.8,16811
2538,South Dakota,46,1290,Walworth,0.7,5315
2539,South Dakota,46,1310,Washabaugh,,
2540,South Dakota,46,1330,Washington,,
2541,South Dakota,46,1350,Yankton,2.3,23310
2542,South Dakota,46,1370,Ziebach,0.2,2413
2543,Tennessee,47,10,Anderson,5.3,77123
2544,Tennessee,47,30,Bedford,8.9,50237
2545,Tennessee,47,50,Benton,2.9,15864
2546,Tennessee,47,70,Bledsoe,5.8,14913
2547,Tennessee,47,90,Blount,3.8,135280
2548,Tennessee,47,110,Bradley,6.4,108620
2549,Tennessee,47,130,Campbell,0.9,39272
2550,Tennessee,47,150,Cannon,2.0,14506
2551,Tennessee,47,170,Carroll,10.4,28440
2552,Tennessee,47,190,Carter,2.1,56356
2553,Tennessee,47,210,Cheatham,2.9,41072
2554,Tennessee,47,230,Chester,10.4,17341
2555,Tennessee,47,250,Claiborne,1.6,32043
2556,Tennessee,47,270,Clay,1.6,7581
2557,Tennessee,47,290,Cocke,2.7,35999
2558,Tennessee,47,310,Coffee,5.2,57889
2559,Tennessee,47,330,Crockett,14.5,13911
2560,Tennessee,47,350,Cumberland,1.0,61145
2561,Tennessee,47,370,Davidson,26.0,715884
2562,Tennessee,47,390,Decatur,3.2,11435
2563,Tennessee,47,410,DeKalb,2.1,20080
2564,Tennessee,47,430,Dickson,5.2,54315
2565,Tennessee,47,450,Dyer,16.4,36801
2566,Tennessee,47,470,Fayette,27.4,41990
2567,Tennessee,47,490,Fentress,0.4,18489
2568,Tennessee,47,510,Franklin,5.7,42774
2569,Tennessee,47,530,Gibson,19.3,50429
2570,Tennessee,47,550,Giles,11.7,30346
2571,Tennessee,47,570,Grainger,1.0,23527
2572,Tennessee,47,590,Greene,2.9,70152
2573,Tennessee,47,610,Grundy,0.9,13529
2574,Tennessee,47,630,Hamblen,5.0,64499
2575,Tennessee,47,650,Hamilton,19.1,366207
2576,Tennessee,47,670,Hancock,1.2,6662
2577,Tennessee,47,690,Hardeman,41.1,25462
2578,Tennessee,47,710,Hardin,4.0,26831
2579,Tennessee,47,730,Hawkins,1.8,56721
2580,Tennessee,47,750,Haywood,51.8,17864
2581,Tennessee,47,770,Henderson,8.9,27842
2582,Tennessee,47,790,Henry,8.7,32199
2583,Tennessee,47,810,Hickman,4.6,24925
2584,Tennessee,47,830,Houston,4.0,8283
2585,Tennessee,47,850,Humphreys,3.9,18990
2586,Tennessee,47,870,Jackson,1.1,11617
2587,Tennessee,47,890,Jefferson,2.4,54683
2588,Tennessee,47,910,Johnson,4.7,17948
2589,Tennessee,47,930,Knox,10.1,478971
2590,Tennessee,47,950,Lake,28.0,7005
2591,Tennessee,47,970,Lauderdale,35.0,25143
2592,Tennessee,47,990,Lawrence,2.6,44159
2593,Tennessee,47,1010,Lewis,2.2,12582
2594,Tennessee,47,1030,Lincoln,7.9,35319
2595,Tennessee,47,1050,Loudon,1.8,54886
2596,Tennessee,47,1110,Macon,1.2,25216
2597,Tennessee,47,1130,Madison,38.3,98823
2598,Tennessee,47,1150,Marion,4.8,28837
2599,Tennessee,47,1170,Marshall,7.7,34318
2600,Tennessee,47,1190,Maury,13.0,100974
2601,Tennessee,47,1070,McMinn,5.0,53276
2602,Tennessee,47,1090,McNairy,7.2,25866
2603,Tennessee,47,1210,Meigs,1.9,12758
2604,Tennessee,47,1230,Monroe,2.4,46250
2605,Tennessee,47,1250,Montgomery,23.9,220069
2606,Tennessee,47,1270,Moore,2.8,6461
2607,Tennessee,47,1290,Morgan,5.0,21035
2608,Tennessee,47,1310,Obion,12.0,30787
2609,Tennessee,47,1330,Overton,1.1,22511
2610,Tennessee,47,1350,Perry,3.1,8366
2611,Tennessee,47,1370,Pickett,0.7,5001
2612,Tennessee,47,1390,Polk,0.9,17544
2613,Tennessee,47,1410,Putnam,3.9,79854
2614,Tennessee,47,1430,Rhea,2.9,32870
2615,Tennessee,47,1450,Roane,3.5,53404
2616,Tennessee,47,1470,Robertson,8.4,72803
2617,Tennessee,47,1490,Rutherford,18.0,341486
2618,Tennessee,47,1510,Scott,0.7,21850
2619,Tennessee,47,1530,Sequatchie,1.0,15826
2620,Tennessee,47,1550,Sevier,1.6,98380
2621,Tennessee,47,1570,Shelby,53.0,929744
2622,Tennessee,47,1590,Smith,3.0,19904
2623,Tennessee,47,1610,Stewart,2.4,13657
2624,Tennessee,47,1630,Sullivan,3.1,158163
2625,Tennessee,47,1650,Sumner,9.5,196281
2626,Tennessee,47,1670,Tipton,19.2,60970
2627,Tennessee,47,1690,Trousdale,18.3,11615
2628,Tennessee,47,1710,Unicoi,0.7,17928
2629,Tennessee,47,1730,Union,0.9,19802
2630,Tennessee,47,1750,Van Buren,0.9,6168
2631,Tennessee,47,1770,Warren,4.0,40953
2632,Tennessee,47,1790,Washington,5.8,133001
2633,Tennessee,47,1810,Wayne,6.0,16232
2634,Tennessee,47,1830,Weakley,9.4,32902
2635,Tennessee,47,1850,White,2.4,27351
2636,Tennessee,47,1870,Williamson,4.9,247726
2637,Tennessee,47,1890,Wilson,8.3,147737
2638,Texas,48,10,Anderson,21.2,57922
2639,Texas,48,30,Andrews,2.0,18610
2640,Texas,48,50,Angelina,16.3,86395
2641,Texas,48,70,Aransas,1.7,23830
2642,Texas,48,90,Archer,1.2,8560
2643,Texas,48,110,Armstrong,1.8,1848
2644,Texas,48,130,Atascosa,1.5,48981
2645,Texas,48,150,Austin,9.3,30167
2646,Texas,48,170,Bailey,1.3,6904
2647,Texas,48,190,Bandera,1.3,20851
2648,Texas,48,210,Bastrop,7.1,97216
2649,Texas,48,230,Baylor,3.3,3465
2650,Texas,48,250,Bee,8.2,31047
2651,Texas,48,270,Bell,27.1,370647
2652,Texas,48,290,Bexar,9.8,2009324
2653,Texas,48,310,Blanco,1.1,11374
2654,Texas,48,330,Borden,2.5,631
2655,Texas,48,350,Bosque,2.8,18235
2656,Texas,48,370,Bowie,27.1,92893
2657,Texas,48,390,Brazoria,16.4,372031
2658,Texas,48,410,Brazos,11.9,233849
2659,Texas,48,430,Brewster,3.0,9546
2660,Texas,48,450,Briscoe,2.1,1435
2661,Texas,48,470,Brooks,0.7,7076
2662,Texas,48,490,Brown,4.9,38095
2663,Texas,48,510,Burleson,12.2,17642
2664,Texas,48,530,Burnet,2.1,49130
2665,Texas,48,550,Caldwell,6.4,45883
2666,Texas,48,570,Calhoun,2.7,20106
2667,Texas,48,590,Callahan,2.0,13708
2668,Texas,48,610,Cameron,0.8,421017
2669,Texas,48,630,Camp,16.8,12464
2670,Texas,48,650,Carson,1.6,5807
2671,Texas,48,670,Cass,17.4,28454
2672,Texas,48,690,Castro,2.1,7371
2673,Texas,48,710,Chambers,8.1,46571
2674,Texas,48,730,Cherokee,14.0,50412
2675,Texas,48,750,Childress,10.1,6664
2676,Texas,48,770,Clay,1.2,10218
2677,Texas,48,790,Cochran,3.7,2547
2678,Texas,48,810,Coke,0.7,3285
2679,Texas,48,830,Coleman,3.1,7684
2680,Texas,48,850,Collin,11.9,1064465
2681,Texas,48,870,Collingsworth,5.6,2652
2682,Texas,48,890,Colorado,12.3,20557
2683,Texas,48,910,Comal,3.3,161501
2684,Texas,48,930,Comanche,0.9,13594
2685,Texas,48,950,Concho,3.2,3303
2686,Texas,48,970,Cooke,4.0,41668
2687,Texas,48,990,Coryell,18.4,83093
2688,Texas,48,1010,Cottle,9.3,1380
2689,Texas,48,1030,Crane,2.2,4675
2690,Texas,48,1050,Crockett,1.2,3098
2691,Texas,48,1070,Crosby,4.0,5133
2692,Texas,48,1090,Culberson,2.2,2188
2693,Texas,48,1110,Dallam,2.0,7115
2694,Texas,48,1130,Dallas,23.4,2613539
2695,Texas,48,1150,Dawson,8.1,12456
2696,Texas,48,1170,Deaf Smith,1.6,18583
2697,Texas,48,1190,Delta,7.7,5230
2698,Texas,48,1210,Denton,12.5,906422
2699,Texas,48,1230,DeWitt,9.4,19824
2700,Texas,48,1250,Dickens,3.6,1770
2701,Texas,48,1270,Dimmit,1.5,8615
2702,Texas,48,1290,Donley,7.0,3258
2703,Texas,48,1310,Duval,2.1,9831
2704,Texas,48,1330,Eastland,2.8,17725
2705,Texas,48,1350,Ector,5.8,165171
2706,Texas,48,1370,Edwards,1.2,1422
2707,Texas,48,1410,El Paso,4.4,865657
2708,Texas,48,1390,Ellis,14.0,192455
2709,Texas,48,1430,Erath,3.9,42545
2710,Texas,48,1450,Falls,23.7,16968
2711,Texas,48,1470,Fannin,7.4,35662
2712,Texas,48,1490,Fayette,7.0,24435
2713,Texas,48,1510,Fisher,4.1,3672
